"NU_ANO_CENSO","CO_REDE","NO_REDE","CO_ORGAO_REGIONAL","NO_ORGAO_REGIONAL","CO_DISTRITO","NO_DISTRITO","TP_LOCAL","LOCALIZACAO","CO_ENTIDADE","NO_ENTIDADE","CO_CLASSIFICAÇÃO","NO_CLASSIFICAÇÃO","DS_ENDERECO","NU_ENDERECO","DS_COMPLEMENTO","NO_BAIRRO","GEO_REF_LATITUDE","GEO_REF_LONGITUDE","NU_DDD","NU_TELEFONE","TX_EMAIL",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","1","PLANO PILOTO","1","BRASILIA","1","Urbana","53012135","CEI 01 DE BRASILIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA SGAN 611 MODULO C","NULL","NULL","ASA NORTE","-15.7513939","-47.8791651","61","39017514","cei01brasilia.ppc@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","4","BRAZLANDIA","4","BRAZLANDIA","1","Urbana","53005252","CEI 01 DE BRAZLANDIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA PIQ 05 LOTE","1","BRAZLANDIA","VEREDAS BRAZLANDIA","-15.6673942","-48.1989588","61","39013675","cei01.brazlandia@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016416","CEI 01 DE CEILANDIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QNP 14","NULL","AREA ESPECIAL","CEILANDIA SUL CEILANDIA","-15.8419826","-48.1119411","61","39016907","cei01@creceilandia.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","6","PLANALTINA","6","PLANALTINA","1","Urbana","53015550","CEI 01 DE PLANALTINA","1","Prédio SEEDF - Gestão SEEDF","QUADRA 1 RUA A","NULL","RUA A, AREA ESPECIAL","RESIDENCIAL NOVA PLANALTINA PLANALTINA","-15.6199731","-47.682921","61","39018160","cei01planaltina@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","18","SAO SEBASTIAO","14","SAO SEBASTIAO","1","Urbana","53012488","CEI 01 DE SAO SEBASTIAO","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 101 CONJUNTO 10","S/N","AREA ESPECIAL","SETOR RESIDENCIAL OESTE SAO SEBASTIAO","-15.900591","-47.7763928","61","39017711","infantilssebastiao@hotmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","5","SOBRADINHO","5","SOBRADINHO","1","Urbana","53005929","CEI 01 DE SOBRADINHO","1","Prédio SEEDF - Gestão SEEDF","QUADRA 2 RUA 01 AREA ESPECIAL","NULL","NULL","SOBRADINHO","-15.66020833","-47.80561833","61","39014115","cei01sobradinho@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53004183","CEI 01 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QSE 14","NULL","AREA ESP. VILA DIMAS","TAGUATINGA SUL","-15.8550077","-48.0449627","61","39016774","cei01.taguatinga@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","2","GAMA","2","GAMA","1","Urbana","53013263","CEI 01 DO GAMA","1","Prédio SEEDF - Gestão SEEDF","QUADRA 9 AREA ESPECIAL CEI 01","NULL","NULL","SETOR SUL GAMA","-16.0342572","-48.0677967","61","39018127","ceigamasecretaria@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","17","PARANOA","7","PARANOA","1","Urbana","53012500","CEI 01 DO PARANOA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 16 AREA ESPECIAL S/N","1","CONJUNTO E LOTE 01","PARANOA","-15.7715391","-47.7758552","61","39017557","cei01.paranoa@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","7","NUCLEO BANDEIRANTE","17","RIACHO FUNDO","1","Urbana","53015568","CEI 01 DO RIACHO FUNDO I","1","Prédio SEEDF - Gestão SEEDF","QUADRA QN 7 AREA ESPECIAL 1","NULL","NULL","RIACHO FUNDO I","-15.8797909","-48.0219626","61","39018061","cei01riachofundo.nb@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","4","BRAZLANDIA","4","BRAZLANDIA","1","Urbana","53015517","CEI 02 DE BRAZLANDIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA 45/55 AREA ESPECIAL 02","NULL","VILA SAO JOSE","BRAZLANDIA","-15.6586913","-48.190332","61","39017771","cei02.brazlandia@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","6","PLANALTINA","6","PLANALTINA","1","Urbana","53006275","CEI 02 DE PLANALTINA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 5 - AE 01","1","NULL","JARDIM RORIZ PLANALTINA","-15.6035995","-47.646177","61","39014452","cei02planaltina@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","5","SOBRADINHO","5","SOBRADINHO","1","Urbana","53005937","CEI 02 DE SOBRADINHO","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 3","NULL","AREA ESPECIAL S/N","SOBRADINHO","-15.6515545","-47.8088337","61","39017763","jardiminf02@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53004205","CEI 02 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QND 59","37","AREA ESPECIAL 37","TAGUATINGA NORTE","-15.8003174","-48.0574407","61","39016732","cei02.taguatinga@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","4","BRAZLANDIA","4","BRAZLANDIA","2","Rural","53017846","CEI 03 DE BRAZLANDIA","1","Prédio SEEDF - Gestão SEEDF","DCAG ROD DF 180 KM 6 INCRA 6","NULL","NULL","BRAZLANDIA","-15.72911752","-48.19197256","61","35401414","cei03braz@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","18","SAO SEBASTIAO","14","SAO SEBASTIAO","1","Urbana","53015541","CEI 03 DE SAO SEBASTIAO","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 202 CONJUNTO 4","1","NULL","SETOR RESIDENCIAL OESTE SAO SEBASTIAO","-15.9039319","-47.7786466","61","39018110","cei03.saosebastiao@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","5","SOBRADINHO","5","SOBRADINHO","1","Urbana","53005643","CEI 03 DE SOBRADINHO","1","Prédio SEEDF - Gestão SEEDF","QUADRA 16","D1","AREA ESPECIAL","SOBRADINHO","-15.64721585","-47.77406612","61","39013779","cei03desobradinho@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53004329","CEI 03 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QNM 36 CONJUNTO B2","60","LOTE 60","TAGUATINGA NORTE TAGUATINGA","-15.8068026","-48.0980797","61","39013766","cei03taguatinga@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","5","SOBRADINHO","5","SOBRADINHO","1","Urbana","53068033","CEI 04 DE SOBRADINHO","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 4","NULL","AREA ESPECIAL N04","SOBRADINHO","-15.6539539","-47.7992479","61","39013782","cei04sob@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53004159","CEI 04 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA CNA 1 /2 AE PC DO DI","NULL","NULL","TAGUATINGA","-15.82676","-48.05778","61","39016679","cei04.taguatinga@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","18","SAO SEBASTIAO","27","JARDIM BOTANICO","1","Urbana","53018567","CEI 05 DE SAO SEBASTIAO","1","Prédio SEEDF - Gestão SEEDF","QD 08 LT C AV DAS PAINEIRAS JARDIM BOTANICO","8","JARDIM BOTANICO","SAO SEBASTIAO","-15.88404141","-47.8043549","61","992205797","cei05.saosebstiao@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53004167","CEI 05 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQNJ 23/25","NULL","AE 9","TAGUATINGA NORTE TAGUATINGA","-15.8155134","-48.0814583","61","39016745","cei05.taguatinga@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53004302","CEI 06 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQNL 17/19 AREA ESPECIAL S/N","S/N","NULL","TAGUATINGA NORTE TAGUATINGA","-15.8196504","-48.0894056","61","39016692","cei06.taguatinga@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53017013","CEI 07 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QSD 32 AE 1/3","NULL","NULL","TAGUATINGA","-15.8542526","-48.0487218","61","35626074","cei07taguatinga@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53017730","CEI 08 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA CND 5","NULL","AREA ESPECIAL 1","TAGUATINGA NORTE","-15.80816067","-48.06393522","61","39013233","cei08.taguatinga@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53018974","CEI 09 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QS 7 AE 2 4/10","NULL","NULL","AREAL AGUAS CLARAS","-15.862456","-48.026462","61","981809717","secretaria.cei09tag@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","3","TAGUATINGA","1","Urbana","53019350","CEI 10 DE TAGUATINGA","1","Prédio SEEDF - Gestão SEEDF","QNJ 56 AE 16","NULL","NULL","TAGUATINGA NORTE","-15.814495","-48.087004","61","39013521","cei10.taguatinga@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53015770","CEI 203 DE SANTA MARIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA CL 203 BLOCO A","1-A","NULL","SANTA MARIA","-16.0381064","-48.033548","61","39016598","53015770@se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53015576","CEI 210 DE SAMAMBAIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QN 210 AREA ESPECIAL 01","NULL","NULL","SAMAMBAIA NORTE SAMAMBAIA","-15.8632629","-48.0767334","61","39012223","cei210.secretaria@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53012569","CEI 210 DE SANTA MARIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQ 210/310","0","AREA ESPECIAL LOTE A","SANTA MARIA","-16.0220109","-48.0192613","61","39016591","53012569@se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","19","RECANTO DAS EMAS","15","RECANTO DAS EMAS","1","Urbana","53012810","CEI 304 DO RECANTO DAS EMAS","1","Prédio SEEDF - Gestão SEEDF","QUADRA 304 CONJUNTO 14-A","LOTE 01","LOTE 01","RECANTO DAS EMAS","-15.9138212","-48.0933132","61","39013659","cei304.remas@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53009100","CEI 307 DE SAMAMBAIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QN 307","8","AE 01","SAMAMBAIA SUL SAMAMBAIA","-15.88551068","-48.09936097","61","39017745","ec307desamambaia@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","19","RECANTO DAS EMAS","15","RECANTO DAS EMAS","1","Urbana","53050002","CEI 310 DO RECANTO DAS EMAS","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 310 CONJUNTO 7-A","1","AREA ESPECIAL","RECANTO DAS EMAS","-15.864397","-48.0897251","61","39012196","cei310.remas@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53012615","CEI 416-516 DE SANTA MARIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA EQ 416/516","NULL","BLOCO B","SANTA MARIA","-16.0162918","-47.9921834","61","39016608","secretaria.cei416sm@edu.se.df.go.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","3","TAGUATINGA","20","AGUAS CLARAS","1","Urbana","53047001","CEI AGUAS CLARAS","1","Prédio SEEDF - Gestão SEEDF","QUADRA QS 11 CONJUNTO R","A.E.","NULL","AREAL AGUAS CLARAS","-15.87107284","-48.01483495","61","39014090","ceiac.taguatinga@yahoo.com.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","19","RECANTO DAS EMAS","34","AGUA QUENTE","1","Urbana","53017790","CEI BURITIZINHO","1","Prédio SEEDF - Gestão SEEDF","DF 280 KM 7/8 SITIO NOVA ESPERANCA","62","CHACARA NR. 62","RECANTO DAS EMAS","-15.93595","-48.23051","61","39015518","ceiburitizinho.creremas@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","7","NUCLEO BANDEIRANTE","19","CANDANGOLANDIA","1","Urbana","53012151","CEI DA CANDANGOLANDIA","1","Prédio SEEDF - Gestão SEEDF","QUADRA QR 1-A","NULL","PRACA DO BOSQUE","CANDANGOLANDIA","-15.8557675","-47.9519123","61","39018348","ceicandangolandia.nb@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","7","NUCLEO BANDEIRANTE","8","NUCLEO BANDEIRANTE","1","Urbana","53007204","CEI DO NUCLEO BANDEIRANTE","1","Prédio SEEDF - Gestão SEEDF","SEGUNDA AVENIDA ENTRE BLOCOS","960/960","NULL","NUCLEO BANDEIRANTE","-15.8701478","-47.9710099","61","39014330","cei.nb@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","7","NUCLEO BANDEIRANTE","21","RIACHO FUNDO II","1","Urbana","53013549","CEI DO RIACHO FUNDO II","1","Prédio SEEDF - Gestão SEEDF","QUADRA QN 14A","NULL","AREA ESPECIAL 01/07","RIACHO FUNDO II","-15.8958054","-48.0510402","61","39018045","ceiriachofundo2.nb@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","1","PLANO PILOTO","18","LAGO NORTE","1","Urbana","53016807","CEI GAVIAO","1","Prédio SEEDF - Gestão SEEDF","SHIN QI 16 LTS A E B","SN","AREA ESPECIAL","LAGO NORTE","-15.76419034","-47.83305142","61","39013150","cepi.gaviao@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","6","PLANALTINA","6","PLANALTINA","2","Rural","53006500","CEI PALMEIRAS","1","Prédio SEEDF - Gestão SEEDF","BR 020, DF 205, KM 39 - FAZENDA PALMEIRAS","NULL","NULL","SETOR HABITACIONAL FERCAL SOBRADINHO","-15.52846776","-47.74101006","61","984553383","ecpalmeiras.planaltina@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","18","SAO SEBASTIAO","14","SAO SEBASTIAO","1","Urbana","53018834","CEI PARQUE DOS IPES","1","Prédio SEEDF - Gestão SEEDF","AVENIDA CRIXA","NULL","LOTE 3","CRIXA SAO SEBASTIAO","-15.91792677","-47.75882624","61","39015514","ceiparquedosipes.adm@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","19","RECANTO DAS EMAS","15","RECANTO DAS EMAS","1","Urbana","53017323","CEI PINHEIRINHO ROXO","1","Prédio SEEDF - Gestão SEEDF","QUADRA QUADRA 300 CONJUNTO 17 LOTE 01","1","NULL","RECANTO DAS EMAS","-15.90738146","-48.07802965","61","39015505","pinheirinhoroxo.remas@edu.se.df.gov.br",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","17","PARANOA","7","PARANOA","2","Rural","53006925","CEI SUSSUARANA","1","Prédio SEEDF - Gestão SEEDF","DF 270 KM 04 CHACARA SAO FRANCISCO NR SUSSUARANA","NULL","NULL","PARANOA","-15.9518772","-47.4227643","61","35062057","secretarioecsussuarana@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","4","BRAZLANDIA","4","BRAZLANDIA","1","Urbana","53017153","CENTRO DE EDUCACAO INFANTIL TIA NAIR","3","Prédio OSC - Gestão OSC","QUADRA 05 AREA ESPECIAL","2","PRACA INTERNA","SETOR VEREDAS","-15.6668242","-48.1989875","61","30521252","ceitianairbrazlandia@gmail.com",""
"2023","2","REDE PÚBLICA ESTADUAL VINCULADA À SEEDF","6","PLANALTINA","6","PLANALTINA","2","Rural","53019369","CENTRO EDUCACIONAL AGUAS DO CERRADO - CEDAC","1","Prédio SEEDF - Gestão SEEDF","DF 345 KM 20","N 01","NR PIPIRIPAL II","PLANALTINA","-15.64198182","-47.62369659","61","995592939","cedaguas.planaltina@edu.se.df.gov.br",""
"2023","4","REDE PARTICULAR NÃO CONVENIADA","99","ESCOLA PARTICULAR","26","SOBRADINHO II","1","Urbana","53015002","CENTRO EDUCACIONAL DOCE INFANCIA II","3","Prédio OSC - Gestão OSC","AVENIDA CENTRAL CONJUNTO 10AVENIDA CENTRALCONJUNTO 10 LOTES 06/07","6-Jul","NULL","SETOR OESTE SOBRADINHO II","-15.648095","-47.8240313","61","34856525","escolaanjogabrielsob@gmail.com.br",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53017811","CEPI ALGODAO-DO-CERRADO","2","Prédio SEEDF - Gestão OSC","QUADRA QS 617- AREA ESPECIAL 02","NULL","NULL","SAMAMBAIA NORTE SAMAMBAIA","-15.87701773","-48.11726088","61","994107906","algodaodocerrado2023@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016246","CEPI ANDORINHA","2","Prédio SEEDF - Gestão OSC","QUADRA QR 827 CONJUNTO 7","LOTE 01","NULL","SAMAMBAIA NORTE SAMAMBAIA","-15.8836872","-48.1436131","61","35594251","cepiandorinha2014@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53015940","CEPI ANGELINS","2","Prédio SEEDF - Gestão OSC","QUADRA CL 118 LOTE J","SN","NULL","SANTA MARIA","-16.0025455","-47.9878294","61","30535419","conveniada.cepiangelins@edu.se.df.gov.br",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016467","CEPI ANGICO","2","Prédio SEEDF - Gestão OSC","QUADRA QN 503 CONJUNTO 12","1","1","SAMAMBAIA SUL SAMAMBAIA","-15.8877876","-48.092577","61","993308906","cepiangico2015@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","5","SOBRADINHO","26","SOBRADINHO II","1","Urbana","53017757","CEPI ARACA-MIRIM","2","Prédio SEEDF - Gestão OSC","QUADRA AR 03 LT 2","NULL","NULL","SETOR OESTE SOBRADINHO II","-15.63975019","-47.82902037","61","34836576","contatoaracamirim@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","19","RECANTO DAS EMAS","15","RECANTO DAS EMAS","1","Urbana","53016335","CEPI ARARA-CANINDE","2","Prédio SEEDF - Gestão OSC","QUADRA 307 CONJUNTO 11","1","LOTE 01","RECANTO DAS EMAS","-15.91982378","-48.1000867","61","35754363","aracaninde@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53016750","CEPI ARARAUNA","2","Prédio SEEDF - Gestão OSC","QR 103 AE","NULL","NULL","SANTA MARIA","-16.0363055","-48.0362353","61","33937016","conveniada.cepiararuna@edu.se.df.gov.br",""
"2023","3","REDE PARTICULAR CONVENIADA","4","BRAZLANDIA","4","BRAZLANDIA","1","Urbana","53016475","CEPI AROEIRA","2","Prédio SEEDF - Gestão OSC","QUADRA 3 VEREDAS CONJUNTO H","2","NULL","SETOR VEREDAS - BRAZLANDIA","-15.6698202","-48.1988438","61","993257846","aroeiracepi@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53018389","CEPI AZULAO","2","Prédio SEEDF - Gestão OSC","QN 425 AE 2","NULL","NULL","SAMAMBAIA","-15.8839259","-48.1272838","61","34594510","cepiazulao.rh@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53018397","CEPI BAMBU","2","Prédio SEEDF - Gestão OSC","QR 208 CJ 19 LT 1","1","NULL","SAMAMBAIA","-15.86736667","-48.07715852","61","30246758","secretariacepibambu@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","19","RECANTO DAS EMAS","15","RECANTO DAS EMAS","1","Urbana","53016173","CEPI BEIJA-FLOR","2","Prédio SEEDF - Gestão OSC","QUADRA QUADRA 107 CONJUNTO 8-A","1","NULL","RECANTO DAS EMAS","-15.9071776","-48.0873688","61","30817602","beijaflorcreremas@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53018540","CEPI BEM-TE-VI","2","Prédio SEEDF - Gestão OSC","QUADRA QS 409 AREA ESPECIAL N 3","3","NULL","SAMAMBAIA NORTE SAMAMBAIA","-15.87738148","-48.10300595","61","33597443","cepibemteviescola@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53016424","CEPI BURITI","2","Prédio SEEDF - Gestão OSC","QUADRA QR 312 CONJUNTO D","1","NULL","SANTA MARIA","-16.0141499","-48.0049637","61","996025385","conveniada.cepiburiti@edu.se.df.gov.br",""
"2023","3","REDE PARTICULAR CONVENIADA","1","PLANO PILOTO","18","LAGO NORTE","1","Urbana","53018621","CEPI CAJUZINHO","2","Prédio SEEDF - Gestão OSC","QUADRA CA 2 SHIN LT 24","NULL","NULL","SETOR DE HABITACOES INDIVIDUAIS NORTE","-15.719366","-47.879696","61","35326293","cepicajuzinho@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53016262","CEPI CALIANDRA","2","Prédio SEEDF - Gestão OSC","QUADRA QS 312 CONJUNTO 5","NULL","LOTE 01","SAMAMBAIA SUL SAMAMBAIA","-15.8758521","-48.068838","61","30246725","secretaria.samambaia@casadocaminho.org",""
"2023","3","REDE PARTICULAR CONVENIADA","6","PLANALTINA","6","PLANALTINA","1","Urbana","53016319","CEPI CANARIO DA TERRA","2","Prédio SEEDF - Gestão OSC","QUADRA EQ 4 AREA ESPECIAL 1","NULL","NULL","JARDIM RORIZ PLANALTINA","-15.6033568","-47.6484032","61","999151339","ims.canariodaterra@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","5","SOBRADINHO","26","SOBRADINHO II","1","Urbana","53016530","CEPI CANELA-DE-EMA","2","Prédio SEEDF - Gestão OSC","QUADRA AR 15 CONJUNTO 8","1","NULL","SETOR OESTE SOBRADINHO II","-15.6471487","-47.8212573","61","30600568","ims.caneladema@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016718","CEPI CAPIM DOURADO","2","Prédio SEEDF - Gestão OSC","QNO 10 AE","NULL","NULL","CEILANDIA","-15.798803","-48.1296899","61","39713322","cepicapimdourado@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53017447","CEPI CAPIM ESTRELA","2","Prédio SEEDF - Gestão OSC","QS 613 AREA ESPECIAL N 02","NULL","NULL","SAMAMBAIA","-15.8746243","-48.1114825","61","31420776","cepicapimestrelaescola@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53016157","CEPI CORUJINHA-DO-CERRADO","2","Prédio SEEDF - Gestão OSC","QUADRA CL 102","LOTE H","AREA ESPECIAL 01","SANTA MARIA","-16.0386758","-48.0347796","61","30120334","conveniada.cepicorujinha@edu.se.df.gov.br",""
"2023","3","REDE PARTICULAR CONVENIADA","15","SANTA MARIA","13","SANTA MARIA","1","Urbana","53016165","CEPI CURIO","2","Prédio SEEDF - Gestão OSC","QUADRA CL 218 BLOCO F","NULL","NULL","SANTA MARIA","-16.004263","-47.9881262","61","30535790","conveniada.cepicurio@edu.se.df.gov.br",""
"2023","3","REDE PARTICULAR CONVENIADA","10","SAMAMBAIA","12","SAMAMBAIA","1","Urbana","53017099","CEPI CUTIA","2","Prédio SEEDF - Gestão OSC","QS 127 AE 1","NULL","NULL","SAMAMBAIA SUL","-15.8952243","-48.1266098","61","35590327","cepicutia@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016513","CEPI ESTRELA-DO-CERRADO","2","Prédio SEEDF - Gestão OSC","QUADRA QNP 28 AREA ESPECIAL","NULL","NULL","CEILANDIA SUL CEILANDIA","-15.845057","-48.126098","61","982560040","docerradocepiestrela@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","4","BRAZLANDIA","4","BRAZLANDIA","1","Urbana","53017471","CEPI FLAMBOYANT","2","Prédio SEEDF - Gestão OSC","AREA ESPECIAL 1 SETOR SUL","NULL","NULL","SETOR SUL BRAZLANDIA","-15.6868789","-48.1908402","61","30815118","flamboyantbraz@gmail.com",""
"2023","3","REDE PARTICULAR CONVENIADA","5","SOBRADINHO","26","SOBRADINHO II","1","Urbana","53015797","CEPI FLOR DE LIS","2","Prédio SEEDF - Gestão OSC","CONJUNTO AR 10 CONJUNTO 6","1","NULL","SETOR OESTE SOBRADINHO II","-15.6453017","-47.8267341","61","39014945","cepiflordelis@casadeismael.org.br",""
"2023","3","REDE PARTICULAR CONVENIADA","8","CEILANDIA","9","CEILANDIA","1","Urbana","53016491","CEPI FLOR DE PEQUI","2","Prédio SEEDF - Gestão OSC","QUADRA QNP 15 CONJUNTO I","NULL","NULL","CEILANDIA NORTE CEILANDIA","-15.8110567","-48.1335396","61","30600711","cepi.flordepequi@creceilandia.com",""
